antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"{'packaged cheese', 'chips pretzels'}","['fresh fruits', 'fresh vegetables', 'yogurt']",0.056405,0.11842,0.014285,0.2532576899211063,2.1386395027960337,0.007605519900000001,1.180567898860399,0.5642389093315274
"{'chips pretzels', 'yogurt'}","['fresh fruits', 'fresh vegetables', 'packaged cheese']",0.05698,0.10457,0.014285,0.2507020007020007,2.3974562561155275,0.008326601400000001,1.1950252113830657,0.6181112198703401
"{'packaged cheese', 'chips pretzels', 'yogurt', 'fresh fruits'}",['packaged vegetables fruits'],0.020245,0.365415,0.01377,0.6801679427019017,1.8613574776675883,0.006372173325,1.9841194324324325,0.47231979952660125
"{'packaged cheese', 'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}",['yogurt'],0.025125,0.263675,0.01377,0.5480597014925372,2.0785425296009756,0.007145165624999999,1.6292528071334211,0.5322668595297815
"{'packaged cheese', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}",['fresh fruits'],0.015575,0.555995,0.01377,0.8841091492776886,1.5901386690126504,0.005110377874999999,3.8312342797783923,0.37699573729390073
"{'packaged cheese', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}",['chips pretzels'],0.044825,0.169435,0.01377,0.3071946458449526,1.8130530636819582,0.006175076125,1.1988432176783126,0.4694890078106992
"{'chips pretzels', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}",['packaged cheese'],0.027035,0.230995,0.01377,0.5093397447752913,2.2049816869425367,0.007525050174999999,1.5672861044101016,0.5616661382375201
"{'packaged cheese', 'chips pretzels', 'fresh fruits'}","['packaged vegetables fruits', 'yogurt']",0.040565,0.12791,0.01377,0.33945519536546287,2.6538597089004994,0.008581330849999999,1.320258662063818,0.6495388748883121
"{'packaged cheese', 'chips pretzels', 'yogurt'}","['fresh fruits', 'packaged vegetables fruits']",0.024535,0.26987,0.01377,0.5612390462604442,2.0796644542203437,0.007148739549999999,1.664072415234556,0.5322109957643759
"{'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'yogurt']",0.030665,0.188225,0.01377,0.4490461438121637,2.385688106320434,0.007998080375,1.4733992527374962,0.5992084508190203
"{'packaged cheese', 'yogurt', 'packaged vegetables fruits'}","['chips pretzels', 'fresh fruits']",0.051915,0.1063,0.01377,0.26524125975151686,2.4952141086690203,0.008251435499999998,1.2163176169878094,0.6320454270144806
"{'chips pretzels', 'yogurt', 'fresh fruits'}","['packaged cheese', 'packaged vegetables fruits']",0.044025,0.11461,0.01377,0.31277683134582623,2.7290535847293103,0.00872429475,1.2883587754090233,0.6627501801677228
"{'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}","['packaged cheese', 'yogurt']",0.057595,0.08852,0.01377,0.2390832537546662,2.7008953203193196,0.0086716906,1.1978708636622932,0.6682396674214646
"{'chips pretzels', 'yogurt', 'packaged vegetables fruits'}","['fresh fruits', 'packaged cheese']",0.031465,0.1559,0.01377,0.4376291117114254,2.8071142508750824,0.008864606499999999,1.500966742017519,0.6646763132539052
"{'packaged cheese', 'chips pretzels'}","['fresh fruits', 'packaged vegetables fruits', 'yogurt']",0.056405,0.10579,0.01377,0.24412729367963834,2.3076594543873554,0.0078029150499999995,1.1830166541573823,0.6005335948772965
"{'chips pretzels', 'yogurt'}","['fresh fruits', 'packaged cheese', 'packaged vegetables fruits']",0.05698,0.090715,0.01377,0.24166374166374163,2.6639887743343618,0.008601059299999998,1.199052517935663,0.6623645764106469
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'yogurt'}",['packaged vegetables fruits'],0.016075,0.365415,0.0115,0.7153965785381027,1.9577646745155581,0.005625953875,2.2297166939890714,0.49720596634375847
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'}",['yogurt'],0.021725,0.263675,0.0115,0.5293440736478711,2.0075626193149563,0.005771660624999999,1.5644655867970658,0.5130290895798172
"{'fresh vegetables', 'packaged cheese', 'yogurt', 'packaged vegetables fruits'}",['chips pretzels'],0.038635,0.169435,0.0115,0.2976575643846253,1.7567655111672635,0.004953878774999999,1.1825641708126036,0.4480837844016625
"{'fresh vegetables', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}",['packaged cheese'],0.0218,0.230995,0.0115,0.5275229357798165,2.283698503343434,0.006464309,1.6276028155339803,0.5746409998844373
"{'packaged cheese', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}",['fresh vegetables'],0.015575,0.44436,0.0115,0.7383627608346709,1.6616319219431788,0.004579093,2.123703803680981,0.40448180409883944
"{'fresh vegetables', 'packaged cheese', 'chips pretzels'}","['packaged vegetables fruits', 'yogurt']",0.033535,0.12791,0.0115,0.3429253019233636,2.68098899166104,0.007210538149999999,1.3272311390968912,0.6487594660865156
"{'fresh vegetables', 'packaged cheese', 'yogurt'}","['chips pretzels', 'packaged vegetables fruits']",0.057195,0.073545,0.0115,0.20106652679430018,2.733925172265962,0.007293593724999999,1.159614700186016,0.6727006552832746
"{'fresh vegetables', 'chips pretzels', 'yogurt'}","['packaged cheese', 'packaged vegetables fruits']",0.032885,0.11461,0.0115,0.3497035122396229,3.0512478164176153,0.00773105015,1.3615174257657237,0.6951243962039495
"{'fresh vegetables', 'chips pretzels', 'packaged vegetables fruits'}","['packaged cheese', 'yogurt']",0.048105,0.08852,0.0115,0.23906038873297994,2.7006370168660183,0.007241745399999999,1.1978348695533396,0.6615403918545089
"{'packaged cheese', 'chips pretzels', 'yogurt'}","['fresh vegetables', 'packaged vegetables fruits']",0.024535,0.234555,0.0115,0.46871815773384956,1.9983294226678159,0.005745193074999999,1.4407512907556574,0.5121475465770059
"{'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'}","['fresh vegetables', 'yogurt']",0.030665,0.14466,0.0115,0.37502038154247513,2.5924262515033534,0.007064001099999999,1.3685886303156796,0.6336931661576145
"{'packaged cheese', 'yogurt', 'packaged vegetables fruits'}","['chips pretzels', 'fresh vegetables']",0.051915,0.082245,0.0115,0.22151593951651738,2.6933666425499103,0.0072302508249999994,1.1789001812445874,0.6631446157712423
"{'chips pretzels', 'yogurt', 'packaged vegetables fruits'}","['fresh vegetables', 'packaged cheese']",0.031465,0.13585,0.0115,0.36548546003495946,2.6903603977545782,0.0072254797499999995,1.3619073253193088,0.6487143850831635
"{'packaged cheese', 'chips pretzels'}","['fresh vegetables', 'packaged vegetables fruits', 'yogurt']",0.056405,0.087995,0.0115,0.20388263451821648,2.3169797661028064,0.006536642025,1.1455660177040419,0.6023809519421215
"{'chips pretzels', 'yogurt'}","['fresh vegetables', 'packaged cheese', 'packaged vegetables fruits']",0.05698,0.08197,0.0115,0.2018252018252018,2.4621837480200295,0.0068293493999999995,1.1501615963060685,0.6297389976513939
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'yogurt', 'fresh fruits'}",['packaged vegetables fruits'],0.014285,0.365415,0.010525,0.736786839341967,2.0163015731208818,0.005305046724999999,2.41091668218085,0.5113470365983297
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}",['yogurt'],0.01873,0.263675,0.010525,0.5619327282434596,2.1311566445186676,0.00558636725,1.6808491468616695,0.5409023359059121
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}",['fresh fruits'],0.0115,0.555995,0.010525,0.9152173913043478,1.6460892477528535,0.004131057499999999,5.236982051282047,0.3970657814270283
"{'fresh vegetables', 'packaged cheese', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}",['chips pretzels'],0.034565,0.169435,0.010525,0.30449877043251844,1.7971420924396875,0.004668479225,1.1941963071963393,0.4594415693406983
"{'fresh vegetables', 'chips pretzels', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}",['packaged cheese'],0.0195,0.230995,0.010525,0.5397435897435897,2.3366029123729506,0.0060205975,1.670818662952646,0.5834046568416666
"{'packaged cheese', 'chips pretzels', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}",['fresh vegetables'],0.01377,0.44436,0.010525,0.7643427741466957,1.7200980604615532,0.0044061628,2.357831371340524,0.4244829256101169
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'fresh fruits'}","['packaged vegetables fruits', 'yogurt']",0.027245,0.12791,0.010525,0.386309414571481,3.0201658554568134,0.00704009205,1.4210581369617223,0.6876267470170154
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'yogurt'}","['fresh fruits', 'packaged vegetables fruits']",0.016075,0.26987,0.010525,0.6547433903576984,2.426143663088518,0.00618683975,2.114745900900901,0.5974268914366132
"{'fresh vegetables', 'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'yogurt']",0.021725,0.188225,0.010525,0.48446490218642113,2.5738605508642376,0.006435811874999999,1.574626060267857,0.6250579468404774
"{'fresh vegetables', 'packaged cheese', 'yogurt', 'fresh fruits'}","['chips pretzels', 'packaged vegetables fruits']",0.049105,0.073545,0.010525,0.2143366255982079,2.9143602637597104,0.006913572775,1.1792009532141006,0.6907929083288067
"{'fresh vegetables', 'packaged cheese', 'yogurt', 'packaged vegetables fruits'}","['chips pretzels', 'fresh fruits']",0.038635,0.1063,0.010525,0.27242137957810275,2.5627599207723684,0.006418099499999999,1.2283208644610457,0.6343019321065567
"{'fresh vegetables', 'chips pretzels', 'yogurt', 'fresh fruits'}","['packaged cheese', 'packaged vegetables fruits']",0.028365,0.11461,0.010525,0.37105587872377926,3.2375523839436284,0.00727408735,1.407740322309417,0.7113007341605689
"{'fresh vegetables', 'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}","['packaged cheese', 'yogurt']",0.040325,0.08852,0.010525,0.2610043397396156,2.948535243330497,0.006955431,1.2334037248322147,0.6886170329214407
"{'fresh vegetables', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}","['fresh fruits', 'packaged cheese']",0.0218,0.1559,0.010525,0.48279816513761464,3.0968451901065723,0.00712638,1.6320514412416849,0.6921802661439815
"{'packaged cheese', 'chips pretzels', 'yogurt', 'fresh fruits'}","['fresh vegetables', 'packaged vegetables fruits']",0.020245,0.234555,0.010525,0.5198814522104224,2.216458622542356,0.005776434025,1.5942833359053499,0.5601704876265118
"{'packaged cheese', 'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}","['fresh vegetables', 'yogurt']",0.025125,0.14466,0.010525,0.4189054726368159,2.895793395802681,0.006890417499999999,1.4719464041095889,0.6715440404534474
"{'packaged cheese', 'chips pretzels', 'yogurt', 'packaged vegetables fruits'}","['fresh fruits', 'fresh vegetables']",0.015575,0.31756,0.010525,0.6757624398073836,2.127983498574706,0.005579002999999999,2.1047530693069305,0.5384580277248067
"{'packaged cheese', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}","['chips pretzels', 'fresh vegetables']",0.044825,0.082245,0.010525,0.23480200780814278,2.8549092079535874,0.006838367875,1.1993693258017493,0.680216885801541
"{'chips pretzels', 'yogurt', 'fresh fruits', 'packaged vegetables fruits'}","['fresh vegetables', 'packaged cheese']",0.027035,0.13585,0.010525,0.3893101535047161,2.86573539569169,0.0068522952499999994,1.4150390823743184,0.6691396195430884
"{'fresh vegetables', 'packaged cheese', 'chips pretzels'}","['fresh fruits', 'packaged vegetables fruits', 'yogurt']",0.033535,0.10579,0.010525,0.3138512002385567,2.966737879180988,0.00697733235,1.3032304367666232,0.6859321749157277
"{'fresh vegetables', 'chips pretzels', 'yogurt'}","['fresh fruits', 'packaged cheese', 'packaged vegetables fruits']",0.032885,0.090715,0.010525,0.32005473620191577,3.528134665732412,0.0075418372249999996,1.3372914680232557,0.7409295759949552
"{'fresh vegetables', 'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'packaged cheese', 'yogurt']",0.048105,0.07002,0.010525,0.2187922253404012,3.1247104447358067,0.0071566879,1.190438741351783,0.7143333527262452
"{'packaged cheese', 'chips pretzels', 'fresh fruits'}","['fresh vegetables', 'packaged vegetables fruits', 'yogurt']",0.040565,0.087995,0.010525,0.25946012572414645,2.9485780524364618,0.0069554828249999995,1.2315407065579227,0.6887944207365609
"{'packaged cheese', 'chips pretzels', 'yogurt'}","['fresh fruits', 'fresh vegetables', 'packaged vegetables fruits']",0.024535,0.18658,0.010525,0.4289790095781536,2.2991693084904794,0.0059472597,1.4245010492505352,0.579272761234903
"{'packaged cheese', 'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'fresh vegetables', 'yogurt']",0.030665,0.11842,0.010525,0.3432251752812653,2.898371687901244,0.0068936507,1.3422865292949355,0.6756989986290649
"{'packaged cheese', 'yogurt', 'packaged vegetables fruits'}","['chips pretzels', 'fresh fruits', 'fresh vegetables']",0.051915,0.063685,0.010525,0.20273524029663872,3.18340645829691,0.007218793224999999,1.1744091139164048,0.7234278469349084
"{'chips pretzels', 'yogurt', 'fresh fruits'}","['fresh vegetables', 'packaged cheese', 'packaged vegetables fruits']",0.044025,0.08197,0.010525,0.239068710959682,2.9165391113783334,0.00691627075,1.2064558432835821,0.6873902165148451
"{'chips pretzels', 'yogurt', 'packaged vegetables fruits'}","['fresh fruits', 'fresh vegetables', 'packaged cheese']",0.031465,0.10457,0.010525,0.3344986492928651,3.1988012746759598,0.00723470495,1.3454968935052531,0.7097140455550279
"{'fresh vegetables', 'chips pretzels'}",['fresh fruits'],0.082245,0.555995,0.063685,0.7743327861876103,1.392697391501021,0.017957191225000002,1.96752107893319,0.30723769275201723
"{'fresh vegetables', 'fresh fruits'}",['chips pretzels'],0.31756,0.169435,0.063685,0.20054477893941303,1.1836089293204652,0.009879221400000006,1.0389137228951255,0.2273113341296945
"{'chips pretzels', 'fresh fruits'}",['fresh vegetables'],0.1063,0.44436,0.063685,0.5991063029162748,1.348245348177772,0.016449532000000003,1.3860033321600378,0.2890178296482029
{'chips pretzels'},"['fresh fruits', 'fresh vegetables']",0.169435,0.31756,0.063685,0.375866851595007,1.1836089293204655,0.009879221400000006,1.0934205333333333,0.18677207306287735
"{'chips pretzels', 'water seltzer sparkling water'}",['fresh fruits'],0.041055,0.555995,0.027825,0.6777493606138107,1.2189846322607412,0.004998625274999998,1.3778250396825396,0.1873362009370163
"{'chips pretzels', 'fresh fruits'}",['water seltzer sparkling water'],0.1063,0.193005,0.027825,0.2617591721542803,1.35623000520339,0.007308568499999998,1.093132443453329,0.2939039282766125
"{'water seltzer sparkling water', 'fresh fruits'}",['chips pretzels'],0.111045,0.169435,0.027825,0.25057409158449273,1.4788803469442129,0.009010090424999999,1.1082683300288392,0.3642622782760721
"{'fresh vegetables', 'chips pretzels'}",['water seltzer sparkling water'],0.082245,0.193005,0.020215,0.2457900176302511,1.273490415430953,0.004341303774999999,1.06998716387232,0.2340020547699705
"{'fresh vegetables', 'water seltzer sparkling water'}",['chips pretzels'],0.083355,0.169435,0.020215,0.24251694559414552,1.4313273266689026,0.006091745575,1.0964799742635414,0.32875081411824664
"{'chips pretzels', 'water seltzer sparkling water'}",['fresh vegetables'],0.041055,0.44436,0.020215,0.49238825965168675,1.1080841201991332,0.001971800200000002,1.09461613243762,0.10171744941065985
"{'packaged cheese', 'chips pretzels'}",['water seltzer sparkling water'],0.056405,0.193005,0.014635,0.2594628135803564,1.3443320824867562,0.0037485529750000014,1.0897427094804886,0.2714471554864573
"{'packaged cheese', 'water seltzer sparkling water'}",['chips pretzels'],0.048255,0.169435,0.014635,0.3032846337167133,1.7899762960233323,0.006458914075000001,1.192115231261154,0.4637096953605564
"{'chips pretzels', 'water seltzer sparkling water'}",['packaged cheese'],0.041055,0.230995,0.014635,0.3564730239922056,1.543206666777227,0.005151500275,1.194984870363361,0.36706865587037985
"{'chips pretzels', 'water seltzer sparkling water'}",['packaged vegetables fruits'],0.041055,0.365415,0.019,0.4627938131774449,1.2664882754606266,0.003997887174999999,1.1812689718884608,0.21942354824696325
"{'chips pretzels', 'packaged vegetables fruits'}",['water seltzer sparkling water'],0.073545,0.193005,0.019,0.258345230811068,1.3385416482011763,0.004805447274999999,1.0881006008800074,0.2729957500705149
"{'water seltzer sparkling water', 'packaged vegetables fruits'}",['chips pretzels'],0.073715,0.169435,0.019,0.2577494404123991,1.5212290283140975,0.006510098975,1.118981978890615,0.3699042823298388
"{'chips pretzels', 'yogurt'}",['water seltzer sparkling water'],0.05698,0.193005,0.0156,0.27378027378027375,1.4185138922840017,0.004602575099999999,1.1112270444659256,0.3128638474100394
"{'yogurt', 'water seltzer sparkling water'}",['chips pretzels'],0.056185,0.169435,0.0156,0.27765417816143095,1.638706159656688,0.006080294525,1.1498162997412837,0.4129649026040931
"{'chips pretzels', 'water seltzer sparkling water'}",['yogurt'],0.041055,0.263675,0.0156,0.37997807818779683,1.4410849651570943,0.004774822874999999,1.1875789776075427,0.3191824238335639
"{'chips pretzels', 'water seltzer sparkling water'}",['milk'],0.041055,0.243325,0.0129,0.3142126415783705,1.2913290520019334,0.002910292125,1.1033667954182205,0.23526275302303512
"{'chips pretzels', 'milk'}",['water seltzer sparkling water'],0.048915,0.193005,0.0129,0.26372278442195646,1.3664038984583635,0.003459160425,1.0960477696793005,0.281943223718419
"{'water seltzer sparkling water', 'milk'}",['chips pretzels'],0.04661,0.169435,0.0129,0.2767646427805192,1.6334561500310987,0.005002634650000001,1.148402095817265,0.4067602299781986
"{'fresh vegetables', 'chips pretzels', 'water seltzer sparkling water'}",['fresh fruits'],0.020215,0.555995,0.01639,0.8107840712342319,1.4582578462652216,0.005150561074999997,2.3465519150326783,0.32073385295835843
"{'fresh vegetables', 'chips pretzels', 'fresh fruits'}",['water seltzer sparkling water'],0.063685,0.193005,0.01639,0.25736044594488494,1.3334392681271725,0.0040984765749999975,1.0866577138175282,0.2670677961877715
"{'fresh vegetables', 'water seltzer sparkling water', 'fresh fruits'}",['chips pretzels'],0.063235,0.169435,0.01639,0.2591919032181545,1.52974239807687,0.005675777774999998,1.1211608021133523,0.36967133300231597
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}",['fresh vegetables'],0.027825,0.44436,0.01639,0.5890386343216532,1.3255887890936475,0.004025682999999999,1.3520492348054218,0.2526481783948306
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'fresh vegetables']",0.041055,0.31756,0.01639,0.39922055778833265,1.257150011929502,0.003352574199999998,1.1359243543482664,0.21330731344983922
"{'packaged cheese', 'chips pretzels', 'water seltzer sparkling water'}",['fresh fruits'],0.014635,0.555995,0.01112,0.7598223436966176,1.3665992386561348,0.0029830131749999985,1.848652396870554,0.2722408249588847
"{'packaged cheese', 'chips pretzels', 'fresh fruits'}",['water seltzer sparkling water'],0.040565,0.193005,0.01112,0.2741279428078393,1.4203152395421843,0.003290752175,1.111759285956869,0.30844293880169954
"{'packaged cheese', 'water seltzer sparkling water', 'fresh fruits'}",['chips pretzels'],0.034565,0.169435,0.01112,0.32171271517430927,1.8987382487343776,0.005263479225,1.2245032725527831,0.4902810263558459
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}",['packaged cheese'],0.027825,0.230995,0.01112,0.39964061096136566,1.7300833825899506,0.004692564125,1.2809077596527985,0.4340712080732718
"{'packaged cheese', 'water seltzer sparkling water'}","['chips pretzels', 'fresh fruits']",0.048255,0.1063,0.01112,0.23044244119780333,2.1678498701580744,0.005990493499999999,1.1613166419819576,0.566027081040199
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'packaged cheese']",0.041055,0.1559,0.01112,0.2708561685543783,1.7373711902141005,0.004719525499999999,1.1576591114080506,0.4425882201704653
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}",['packaged vegetables fruits'],0.027825,0.365415,0.015575,0.559748427672956,1.531815682642902,0.005407327625000001,1.4414144999999998,0.35711671645560195
"{'chips pretzels', 'water seltzer sparkling water', 'packaged vegetables fruits'}",['fresh fruits'],0.019,0.555995,0.015575,0.8197368421052632,1.4743600969527841,0.005011095,2.4630934306569348,0.32797109772679306
"{'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}",['water seltzer sparkling water'],0.057595,0.193005,0.015575,0.2704227797551871,1.4011180008558695,0.004458877025,1.106113208591147,0.30378047566102584
"{'water seltzer sparkling water', 'fresh fruits', 'packaged vegetables fruits'}",['chips pretzels'],0.05655,0.169435,0.015575,0.27541998231653403,1.6255200065897484,0.0059934507500000005,1.1462709151921902,0.4078777329916914
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'packaged vegetables fruits']",0.041055,0.26987,0.015575,0.3793691389599318,1.4057477265347456,0.00449548715,1.1764319917582418,0.30099203707070166
"{'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'water seltzer sparkling water']",0.073545,0.111045,0.015575,0.21177510367802027,1.907110663947231,0.0074081954750000005,1.1277936083318956,0.5134049462243213
"{'water seltzer sparkling water', 'packaged vegetables fruits'}","['chips pretzels', 'fresh fruits']",0.073715,0.1063,0.015575,0.21128671233805874,1.9876454594361121,0.007739095499999999,1.1331113777089783,0.5364355105979146
"{'fresh vegetables', 'chips pretzels', 'water seltzer sparkling water'}",['packaged vegetables fruits'],0.020215,0.365415,0.01235,0.6109324758842444,1.671886692895049,0.0049631357749999995,1.6310407851239668,0.41016482402288573
"{'fresh vegetables', 'chips pretzels', 'packaged vegetables fruits'}",['water seltzer sparkling water'],0.048105,0.193005,0.01235,0.2567300696393306,1.3301731542671464,0.0030654944749999996,1.0857361061390016,0.2607621388003512
"{'fresh vegetables', 'water seltzer sparkling water', 'packaged vegetables fruits'}",['chips pretzels'],0.047105,0.169435,0.01235,0.2621802356437745,1.5473794413419573,0.004368764325,1.125701750107898,0.37123303112124983
"{'chips pretzels', 'water seltzer sparkling water', 'packaged vegetables fruits'}",['fresh vegetables'],0.019,0.44436,0.01235,0.65,1.4627779278062834,0.00390716,1.5875428571428574,0.32249666745079586
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh vegetables', 'packaged vegetables fruits']",0.041055,0.234555,0.01235,0.30081597856533915,1.28249655119413,0.002720344474999999,1.094769011496255,0.22970119004980222
"{'fresh vegetables', 'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}",['packaged vegetables fruits'],0.01639,0.365415,0.010675,0.6513117754728494,1.782389271028418,0.004685848150000001,1.8199209361329836,0.44626969043703596
"{'fresh vegetables', 'chips pretzels', 'water seltzer sparkling water', 'packaged vegetables fruits'}",['fresh fruits'],0.01235,0.555995,0.010675,0.8643724696356275,1.5546407245310254,0.0038084617500000004,3.273708507462686,0.3612257041914957
"{'fresh vegetables', 'water seltzer sparkling water', 'fresh fruits', 'packaged vegetables fruits'}",['chips pretzels'],0.038645,0.169435,0.010675,0.2762323715875275,1.6303147023196358,0.004127184425,1.1475575411154808,0.4021630841918737
"{'fresh vegetables', 'chips pretzels', 'fresh fruits', 'packaged vegetables fruits'}",['water seltzer sparkling water'],0.040325,0.193005,0.010675,0.2647241165530068,1.3715920134349204,0.002892073375,1.0975404173693086,0.28230413679884914
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits', 'packaged vegetables fruits'}",['fresh vegetables'],0.015575,0.44436,0.010675,0.6853932584269663,1.5424278927602988,0.003754093000000001,1.7661414285714288,0.3572354170300796
"{'fresh vegetables', 'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'packaged vegetables fruits']",0.020215,0.26987,0.010675,0.5280732129606728,1.9567688626400592,0.00521957795,1.5471255712788259,0.49904156313794357
"{'fresh vegetables', 'water seltzer sparkling water', 'packaged vegetables fruits'}","['chips pretzels', 'fresh fruits']",0.047105,0.1063,0.010675,0.22662137777306018,2.1319038360588913,0.0056677385,1.1555788772989293,0.5571817365675237
"{'fresh vegetables', 'chips pretzels', 'packaged vegetables fruits'}","['fresh fruits', 'water seltzer sparkling water']",0.048105,0.111045,0.010675,0.22191040432387485,1.998382676607455,0.005333180275,1.1424841110072135,0.5248429101112777
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}","['fresh vegetables', 'packaged vegetables fruits']",0.027825,0.234555,0.010675,0.3836477987421384,1.6356411022665829,0.004148507125,1.2418954591836735,0.39974174858048134
"{'chips pretzels', 'water seltzer sparkling water', 'packaged vegetables fruits'}","['fresh fruits', 'fresh vegetables']",0.019,0.31756,0.010675,0.5618421052631579,1.7692470879933175,0.004641360000000001,1.5575207207207207,0.44320878900514943
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'fresh vegetables', 'packaged vegetables fruits']",0.041055,0.18658,0.010675,0.26001705029838024,1.3935955102282145,0.0030149581000000003,1.099241543778802,0.2945233273348811
"{'yogurt', 'chips pretzels', 'water seltzer sparkling water'}",['fresh fruits'],0.0156,0.555995,0.0127,0.8141025641025641,1.464226412292492,0.004026478,2.388440689655172,0.32206980070197444
"{'chips pretzels', 'yogurt', 'fresh fruits'}",['water seltzer sparkling water'],0.044025,0.193005,0.0127,0.2884724588302101,1.4946372313163394,0.004202954874999998,1.1341725418994413,0.3461819908890476
"{'yogurt', 'water seltzer sparkling water', 'fresh fruits'}",['chips pretzels'],0.041895,0.169435,0.0127,0.30313879937940086,1.789115586386525,0.005601520674999999,1.1918657535536905,0.4603510263266971
"{'chips pretzels', 'water seltzer sparkling water', 'fresh fruits'}",['yogurt'],0.027825,0.263675,0.0127,0.4564240790655885,1.7310100656701946,0.005363243125,1.3545945867768594,0.43438949599374244
"{'chips pretzels', 'yogurt'}","['fresh fruits', 'water seltzer sparkling water']",0.05698,0.111045,0.0127,0.22288522288522286,2.0071612669208236,0.006372655899999999,1.143917251580849,0.5321031676251385
"{'yogurt', 'water seltzer sparkling water'}","['chips pretzels', 'fresh fruits']",0.056185,0.1063,0.0127,0.2260389783750111,2.126425008231525,0.006727534499999999,1.1547093135563986,0.5612616095148434
"{'chips pretzels', 'water seltzer sparkling water'}","['fresh fruits', 'yogurt']",0.041055,0.188225,0.0127,0.30934112775545,1.6434646181721342,0.0049724226249999995,1.1753631678716276,0.4082917587048069
"{'chips pretzels', 'fresh fruits'}",['packaged vegetables fruits'],0.1063,0.365415,0.057595,0.5418156161806209,1.48274049007463,0.018751385500000002,1.3849991889949698,0.3642980292165443
"{'chips pretzels', 'packaged vegetables fruits'}",['fresh fruits'],0.073545,0.555995,0.057595,0.783125977292814,1.4085126256401836,0.016704347725,2.0472945282131665,0.313054830739704
"{'fresh fruits', 'packaged vegetables fruits'}",['chips pretzels'],0.26987,0.169435,0.057595,0.21341757142327789,1.2595837425754883,0.011869576549999997,1.055916036038158,0.2822605930677604
{'chips pretzels'},"['fresh fruits', 'packaged vegetables fruits']",0.169435,0.26987,0.057595,0.33992386460884705,1.2595837425754883,0.011869576549999997,1.1061299763054362,0.24812859537370813
"{'fresh vegetables', 'chips pretzels'}",['packaged vegetables fruits'],0.082245,0.365415,0.048105,0.5848987780412184,1.6006424969998998,0.018051443325000003,1.5287476076449913,0.40887913947535554
"{'fresh vegetables', 'packaged vegetables fruits'}",['chips pretzels'],0.234555,0.169435,0.048105,0.20509049050329348,1.2104375749006608,0.008363173575,1.0448547791633147,0.22712602539879595
"{'chips pretzels', 'packaged vegetables fruits'}",['fresh vegetables'],0.073545,0.44436,0.048105,0.654089333061391,1.4719806757165161,0.015424543800000003,1.6063106839622645,0.3460969560085042
{'chips pretzels'},"['fresh vegetables', 'packaged vegetables fruits']",0.169435,0.234555,0.048105,0.2839141853808245,1.2104375749006608,0.008363173575,1.0689291483969339,0.2093183321129368
"{'fresh vegetables', 'chips pretzels', 'fresh fruits'}",['packaged vegetables fruits'],0.063685,0.365415,0.040325,0.6331946298186385,1.7328096269136146,0.017053545724999997,1.7300319231592458,0.4516669708660124
